customer_care_calls,customer_rating,prior_purchases,discount_offered,weight_in_gms,warehouse_block,mode_of_shipment,product_importance,gender,delivery_status,weight_category
7,5,4,6,1014,F,flight,medium,female,late,Low
6,2,4,10,1166,F,ship,medium,female,late,Low
4,3,2,1,4402,F,ship,medium,male,on_time,High
6,3,4,7,4553,A,ship,low,female,on_time,High
4,3,2,38,3877,C,ship,low,female,on_time,High
4,3,5,2,1574,F,ship,medium,male,late,Low
4,1,3,42,1197,B,flight,low,male,on_time,Low
6,4,2,31,1689,F,road,low,female,on_time,Low
4,5,2,57,1533,F,ship,low,female,on_time,Low
6,3,5,41,2491,D,ship,low,male,on_time,Low
4,2,3,7,5121,B,ship,medium,male,late,High
3,1,2,18,3346,C,ship,medium,female,on_time,Low
5,3,4,18,3104,C,ship,low,male,on_time,Low
4,3,3,10,4820,C,road,medium,female,on_time,High
2,4,4,4,4451,F,ship,high,female,on_time,High
2,4,2,1,5374,D,road,medium,male,on_time,High
4,3,2,9,5076,C,road,low,male,on_time,High
4,2,3,8,4658,B,ship,medium,male,on_time,High
5,4,5,10,1695,F,ship,low,male,on_time,Low
4,2,2,7,1116,D,road,low,female,late,Low
4,4,2,8,5006,C,ship,medium,male,on_time,High
4,4,3,8,4430,B,ship,low,male,late,High
4,1,4,10,4711,C,ship,medium,male,late,High
2,2,3,6,4112,D,ship,high,male,on_time,High
4,3,3,4,1484,C,ship,low,male,on_time,Low
5,1,4,38,1277,D,ship,low,male,on_time,Low
3,3,3,32,1848,D,ship,medium,female,on_time,Low
5,1,5,5,1116,F,ship,low,female,on_time,Low
3,5,3,18,3701,A,ship,low,male,on_time,High
6,4,4,3,1747,B,ship,medium,male,on_time,Low
3,2,2,9,4671,F,ship,low,male,late,High
5,1,4,2,4735,A,road,medium,female,on_time,High
3,3,2,17,3230,F,road,medium,male,on_time,Low
5,3,5,8,1981,C,road,medium,male,on_time,Low
4,3,2,57,2078,A,ship,low,male,on_time,Low
4,1,5,62,2292,F,ship,low,female,on_time,Low
3,2,2,23,1929,A,ship,medium,female,on_time,Low
2,2,2,1,4407,A,ship,high,male,late,High
4,2,5,4,5547,A,flight,low,female,on_time,High
3,3,4,3,4235,D,ship,medium,male,late,High
3,4,3,6,5503,B,ship,low,male,late,High
5,3,3,9,5912,D,ship,medium,male,late,High
3,4,3,3,5322,C,ship,low,female,late,High
3,3,10,4,3062,F,ship,medium,male,on_time,Low
4,2,5,5,1874,D,ship,low,female,late,Low
5,2,2,9,1097,F,ship,low,male,late,Low
2,3,2,64,1689,F,ship,medium,male,on_time,Low
4,3,4,24,1844,B,flight,medium,female,on_time,Low
5,1,5,2,1558,F,ship,low,female,on_time,Low
5,1,2,4,5461,A,ship,low,female,late,High
4,4,4,35,2513,A,road,medium,female,on_time,Low
3,2,2,49,3864,A,road,high,female,on_time,High
3,1,2,9,4940,B,ship,medium,female,late,High
5,1,5,2,5659,C,ship,medium,female,on_time,High
5,1,5,7,1038,C,ship,low,male,late,Low
3,4,2,7,5974,C,ship,medium,male,late,High
3,4,3,19,3076,F,ship,medium,male,on_time,Low
4,5,3,10,4148,D,ship,medium,female,late,High
3,3,6,8,5084,A,ship,low,male,on_time,High
2,4,10,46,2690,B,flight,high,male,on_time,Low
3,4,3,14,1420,A,road,low,male,on_time,Low
3,1,3,47,2479,C,ship,low,female,on_time,Low
3,3,3,5,4976,D,ship,low,female,on_time,High
5,2,3,2,4696,C,road,low,male,late,High
3,1,5,6,5919,F,flight,medium,female,late,High
4,1,3,10,4923,C,ship,low,female,late,High
6,4,4,6,1580,A,road,low,male,late,Low
3,5,3,5,5422,F,flight,low,male,late,High
6,3,4,7,1090,F,ship,low,male,on_time,Low
5,5,6,2,4860,C,flight,medium,female,late,High
3,1,2,2,4136,D,ship,medium,female,late,High
6,1,4,9,1287,D,ship,low,male,late,Low
5,2,5,10,1568,F,flight,low,female,late,Low
3,4,3,4,5498,F,flight,low,male,late,High
4,2,3,7,5395,B,ship,low,female,on_time,High
2,3,4,8,4702,A,ship,medium,male,late,High
5,1,3,9,2944,B,ship,low,female,on_time,Low
4,5,6,25,1538,F,ship,medium,male,on_time,Low
3,4,3,10,5291,C,ship,medium,female,on_time,High
5,4,2,9,4569,C,ship,low,male,late,High
3,4,3,41,1137,D,ship,high,male,on_time,Low
5,5,2,1,4604,F,flight,medium,male,on_time,High
3,3,2,2,4263,F,ship,low,female,on_time,High
2,2,5,36,1249,F,ship,low,male,on_time,Low
4,4,3,10,4486,F,flight,low,male,late,High
4,4,3,10,4919,F,flight,low,female,late,High
4,2,4,61,2077,C,road,medium,male,on_time,Low
5,2,4,1,4328,B,ship,low,male,on_time,High
5,1,4,5,5239,F,ship,medium,male,late,High
4,3,4,4,4030,C,ship,low,male,on_time,High
6,2,4,9,1241,A,ship,low,male,on_time,Low
5,2,2,6,5366,F,ship,low,male,on_time,High
4,5,3,1,5221,F,ship,low,female,late,High
3,3,2,2,5361,F,ship,low,female,late,High
3,3,2,6,5994,F,ship,low,male,on_time,High
4,4,4,27,3436,F,ship,low,male,on_time,Low
6,3,5,20,1266,C,ship,low,female,on_time,Low
4,1,4,2,5432,F,ship,medium,male,on_time,High
4,3,4,2,5226,B,ship,low,male,late,High
3,4,2,39,2651,B,flight,medium,female,on_time,Low
3,3,8,6,5939,F,ship,high,female,late,High
4,5,4,6,4157,F,flight,medium,female,late,High
5,3,2,58,2259,F,ship,medium,female,on_time,Low
6,2,6,8,1691,F,road,medium,male,on_time,Low
4,4,3,10,5041,B,ship,medium,female,on_time,High
3,4,3,4,4337,F,ship,low,female,late,High
4,2,3,4,5717,F,ship,medium,male,late,High
5,4,3,13,1317,D,ship,low,female,on_time,Low
5,2,2,8,4767,C,flight,low,female,late,High
4,2,7,40,3111,F,ship,medium,female,on_time,Low
3,4,2,8,5793,F,road,high,female,late,High
3,2,5,36,2717,D,ship,low,female,on_time,Low
4,1,2,1,4866,F,ship,low,female,late,High
5,3,3,10,4416,F,road,low,female,on_time,High
6,1,4,10,1534,F,ship,medium,male,on_time,Low
5,5,3,5,5673,A,ship,low,female,on_time,High
4,2,2,6,2965,C,flight,medium,female,on_time,Low
3,1,3,2,5760,C,road,low,male,late,High
3,3,3,24,3262,B,ship,low,male,on_time,Low
4,5,2,8,4463,F,ship,low,female,late,High
5,3,3,7,4293,F,road,medium,male,late,High
3,1,5,9,5196,B,ship,low,female,on_time,High
4,3,5,8,1702,C,flight,low,female,on_time,Low
5,4,3,35,2899,C,ship,low,female,on_time,Low
4,3,5,8,1756,D,road,low,female,late,Low
3,3,3,4,4111,D,ship,medium,male,on_time,High
5,4,5,4,1948,D,road,medium,female,late,Low
4,5,3,2,5791,F,ship,medium,male,on_time,High
3,5,4,6,5386,B,ship,low,male,late,High
4,1,3,10,4382,F,flight,low,male,late,High
6,3,3,10,5208,D,ship,medium,female,late,High
3,3,2,9,4690,F,ship,low,female,late,High
3,1,2,49,3573,B,ship,medium,female,on_time,Low
3,2,2,38,3850,F,flight,low,female,on_time,High
5,2,3,2,4836,A,ship,medium,male,late,High
3,2,2,49,3749,F,ship,low,female,on_time,High
4,4,3,1,4717,F,road,medium,female,late,High
2,5,5,7,5780,F,flight,medium,male,late,High
4,5,5,8,1841,F,ship,low,male,late,Low
3,4,2,12,1694,B,road,medium,male,on_time,Low
3,2,2,1,4350,B,road,low,female,on_time,High
5,4,3,4,5873,A,ship,medium,male,late,High
6,4,4,10,1512,F,ship,low,female,late,Low
3,1,3,7,4275,C,flight,medium,male,on_time,High
4,5,3,2,4336,A,ship,low,female,on_time,High
3,2,2,7,4692,D,ship,low,female,late,High
4,5,3,24,1513,C,ship,low,female,on_time,Low
4,2,4,5,5751,A,flight,medium,female,late,High
4,3,2,3,5765,F,road,low,female,on_time,High
3,1,3,45,3624,D,road,low,female,on_time,Low
2,2,4,7,4598,A,road,medium,male,late,High
4,1,4,1,5480,B,flight,medium,male,late,High
4,4,6,6,5282,F,ship,medium,male,late,High
4,2,2,9,5684,C,road,high,female,late,High
3,5,4,9,5311,F,ship,high,male,late,High
3,3,2,9,5554,A,flight,high,female,on_time,High
3,5,3,3,4435,D,road,medium,female,on_time,High
5,3,5,8,1223,F,ship,medium,male,on_time,Low
6,4,3,6,4649,D,road,low,male,late,High
4,5,2,54,2526,D,ship,low,male,on_time,Low
3,3,2,2,5923,C,ship,low,male,late,High
4,1,5,10,4944,A,road,low,male,late,High
3,2,2,5,5747,C,flight,low,male,on_time,High
6,3,4,3,1276,A,ship,low,male,late,Low
4,4,2,58,1038,C,flight,medium,male,on_time,Low
3,5,3,3,4072,D,ship,medium,male,late,High
4,2,2,17,3358,C,ship,high,male,on_time,Low
4,5,2,8,5652,D,ship,low,male,late,High
5,4,4,1,4183,D,ship,high,male,late,High
5,4,6,1,1177,A,road,medium,female,late,Low
4,2,3,10,4309,C,road,low,male,on_time,High
6,2,6,7,2437,F,ship,medium,male,on_time,Low
4,4,2,1,4357,C,road,medium,male,late,High
5,3,6,7,1064,F,ship,low,male,late,Low
3,4,3,1,4273,D,ship,high,female,on_time,High
4,2,3,21,1637,F,ship,low,male,on_time,Low
3,3,3,6,5482,D,flight,low,female,on_time,High
5,4,3,42,3145,B,ship,medium,male,on_time,Low
6,2,5,8,1045,F,ship,low,male,late,Low
4,3,3,3,5624,F,flight,high,female,late,High
4,3,3,2,4437,F,ship,low,male,on_time,High
5,2,3,6,5212,F,ship,medium,male,late,High
4,1,5,1,4624,D,ship,medium,female,on_time,High
5,3,6,8,1932,F,ship,low,male,late,Low
2,4,3,5,1920,F,road,low,male,on_time,Low
3,5,2,44,1585,B,ship,low,female,on_time,Low
3,4,3,9,4889,B,ship,low,female,on_time,High
6,3,4,10,1495,C,ship,low,female,late,Low
4,2,6,2,5476,B,road,medium,male,late,High
4,2,2,10,5666,A,flight,medium,female,on_time,High
3,3,2,3,4824,F,flight,medium,female,late,High
6,5,4,20,1338,B,ship,medium,female,on_time,Low
2,1,3,1,4537,B,flight,low,male,late,High
4,4,4,7,5609,F,road,medium,female,on_time,High
4,2,5,8,1021,D,ship,low,male,late,Low
4,2,3,5,4282,F,ship,high,male,late,High
6,4,5,5,1180,A,ship,low,male,late,Low
6,5,4,1,1159,C,ship,medium,male,late,Low
2,4,2,30,3955,C,ship,low,female,on_time,High
4,1,5,4,1953,F,ship,medium,male,late,Low
4,1,4,34,3813,C,flight,low,male,on_time,High
5,3,3,1,5719,C,road,medium,female,late,High
5,1,2,8,5198,C,ship,low,male,on_time,High
3,3,2,24,2749,D,ship,medium,female,on_time,Low
3,3,2,3,5836,B,flight,medium,male,late,High
4,3,3,15,1080,F,ship,medium,male,on_time,Low
4,3,2,4,5855,F,ship,low,male,late,High
2,3,2,28,3514,F,flight,medium,male,on_time,Low
4,1,4,5,4142,B,ship,high,male,on_time,High
2,3,3,8,1172,A,road,low,female,late,Low
5,5,3,3,5837,B,road,high,female,on_time,High
5,5,5,5,4078,A,flight,low,male,late,High
4,1,2,7,5098,F,ship,medium,female,late,High
2,3,2,2,4566,F,flight,medium,male,late,High
4,2,3,53,1185,C,ship,medium,female,on_time,Low
5,3,4,3,3734,F,ship,low,male,on_time,High
4,4,5,7,4070,F,ship,medium,male,on_time,High
3,5,2,20,1021,C,ship,low,female,on_time,Low
6,1,3,64,2705,F,ship,medium,male,on_time,Low
3,4,4,8,4944,B,flight,medium,female,late,High
6,2,3,2,4071,D,road,low,male,late,High
3,5,10,31,2724,C,ship,medium,female,on_time,Low
4,4,3,34,1977,F,flight,low,male,on_time,Low
6,1,4,5,5235,C,road,medium,male,on_time,High
4,2,4,5,1679,C,ship,medium,female,late,Low
5,4,8,3,4046,B,flight,low,male,late,High
5,4,5,23,3398,B,ship,medium,female,on_time,Low
3,1,3,1,4347,C,flight,low,male,late,High
5,2,6,6,1610,D,road,low,male,late,Low
5,5,5,10,5297,A,ship,medium,male,late,High
6,3,4,5,1784,F,ship,low,male,late,Low
4,4,2,33,2897,C,flight,medium,female,on_time,Low
4,5,3,12,1672,B,ship,medium,male,on_time,Low
4,5,2,7,4594,A,ship,medium,female,on_time,High
7,2,4,8,1477,D,ship,medium,female,on_time,Low
6,1,4,5,1791,F,ship,medium,male,on_time,Low
2,1,4,7,5573,D,ship,low,male,on_time,High
4,3,2,2,5588,F,road,medium,female,late,High
2,1,10,1,5622,B,ship,high,female,late,High
5,4,2,38,1803,D,ship,medium,male,on_time,Low
3,5,4,1,4432,A,ship,low,female,on_time,High
2,5,3,2,4268,D,ship,high,female,on_time,High
3,5,2,2,4629,B,ship,medium,male,on_time,High
6,2,4,9,1385,F,flight,medium,female,late,Low
2,2,3,22,6614,F,road,medium,female,on_time,High
3,3,3,7,4152,F,flight,low,male,late,High
4,3,4,9,4811,F,road,low,female,late,High
3,5,4,11,3464,B,ship,low,female,on_time,Low
5,3,3,4,4914,A,road,medium,male,on_time,High
3,3,2,39,1328,F,flight,low,female,on_time,Low
6,5,7,7,5216,D,ship,high,male,on_time,High
4,5,3,64,2386,B,ship,low,female,on_time,Low
4,1,3,7,4386,F,ship,medium,female,on_time,High
3,3,6,2,4549,D,ship,low,female,late,High
4,1,3,53,2428,F,road,medium,male,on_time,Low
3,2,2,3,5712,C,ship,medium,male,late,High
4,5,2,34,2258,A,ship,medium,female,on_time,Low
3,3,3,2,5972,F,flight,medium,male,late,High
4,5,6,10,1156,F,ship,low,male,late,Low
5,4,5,8,1927,D,ship,low,female,on_time,Low
3,4,3,6,4247,F,ship,high,male,late,High
3,4,3,18,3127,A,ship,low,male,on_time,Low
6,3,4,5,1108,F,ship,medium,male,on_time,Low
4,2,6,3,4392,C,ship,low,female,on_time,High
5,2,3,60,1176,C,ship,medium,male,on_time,Low
5,4,3,6,5221,B,ship,medium,male,late,High
5,5,4,9,1989,C,ship,low,male,late,Low
4,2,3,4,5859,B,ship,medium,male,late,High
4,4,3,35,1234,F,ship,high,female,on_time,Low
3,3,3,4,5536,F,ship,medium,male,late,High
4,5,3,4,5423,A,road,medium,female,late,High
3,4,2,8,1991,B,ship,medium,male,on_time,Low
5,4,7,36,1179,C,flight,medium,female,on_time,Low
4,1,3,7,5382,B,ship,medium,female,on_time,High
3,1,3,39,1838,F,road,medium,female,on_time,Low
3,5,2,7,5331,C,road,medium,male,late,High
3,5,3,9,5275,B,ship,medium,female,on_time,High
5,2,4,1,1877,F,flight,medium,female,late,Low
3,4,3,4,4051,C,ship,medium,female,late,High
5,5,6,4,1924,A,flight,medium,female,on_time,Low
4,2,3,40,1021,F,flight,low,female,on_time,Low
3,5,3,5,5657,A,ship,low,male,late,High
5,2,4,8,5627,A,ship,medium,male,on_time,High
3,1,4,10,4809,B,road,low,male,on_time,High
4,3,3,7,5496,F,road,low,female,late,High
3,4,2,7,5256,F,flight,low,male,on_time,High
3,5,2,37,1234,C,road,high,female,on_time,Low
3,5,3,4,5413,B,ship,high,female,late,High
5,3,3,10,4597,F,ship,medium,female,late,High
5,3,6,5,5614,C,road,medium,female,on_time,High
3,2,3,6,2127,D,ship,medium,female,on_time,Low
3,1,2,56,2069,F,ship,medium,female,on_time,Low
4,5,4,28,1715,D,ship,medium,female,on_time,Low
2,3,4,10,1648,A,road,low,female,on_time,Low
3,5,3,9,5672,D,ship,low,female,on_time,High
5,1,4,38,2232,F,road,medium,female,on_time,Low
4,3,5,7,4344,D,ship,medium,female,on_time,High
4,2,5,2,1186,D,road,medium,male,on_time,Low
3,5,3,7,4013,D,flight,low,male,on_time,High
4,3,10,9,4179,C,road,low,female,late,High
3,3,7,9,5097,A,ship,high,female,late,High
4,5,3,20,3185,A,flight,medium,male,on_time,Low
5,4,5,3,1861,C,road,low,female,on_time,Low
5,4,2,9,3667,B,flight,medium,male,on_time,High
4,5,4,7,4938,D,road,medium,male,late,High
3,1,2,10,5594,A,flight,low,female,on_time,High
5,1,6,4,1123,F,ship,low,male,on_time,Low
3,1,3,5,5316,F,flight,low,male,on_time,High
4,2,4,3,5340,C,flight,medium,male,late,High
3,5,2,8,4552,B,ship,medium,female,on_time,High
4,2,3,1,5338,A,ship,medium,male,late,High
4,1,4,1,5323,F,road,low,male,late,High
5,4,2,23,3960,A,flight,medium,female,on_time,High
4,5,3,9,1526,F,ship,low,male,on_time,Low
4,2,6,10,1650,C,flight,low,female,on_time,Low
5,2,3,8,4581,F,ship,medium,female,late,High
4,1,2,3,5258,F,ship,low,female,late,High
4,3,3,4,5068,B,flight,low,female,on_time,High
4,4,2,4,4724,C,ship,medium,female,late,High
3,3,2,10,5032,C,ship,medium,female,late,High
5,4,3,43,2685,F,ship,medium,female,on_time,Low
4,2,4,1,3602,B,road,low,female,on_time,Low
3,1,3,2,3963,B,road,medium,male,on_time,High
7,5,4,10,1067,F,ship,medium,female,late,Low
3,2,3,56,2714,F,road,low,female,on_time,Low
4,1,4,3,5295,C,flight,low,male,late,High
3,3,3,7,5197,F,ship,high,male,on_time,High
2,3,3,8,5119,F,ship,low,male,late,High
4,1,2,10,4714,F,flight,low,female,on_time,High
5,2,6,23,2016,C,flight,medium,male,on_time,Low
3,4,3,2,4875,B,flight,low,female,late,High
3,3,4,3,5828,D,ship,medium,male,late,High
6,5,4,3,1009,D,ship,low,male,on_time,Low
3,3,2,1,1829,A,flight,medium,female,on_time,Low
3,1,4,25,1498,D,ship,low,female,on_time,Low
5,3,5,6,1489,B,ship,low,male,late,Low
4,3,3,5,2489,F,ship,medium,male,on_time,Low
4,5,3,45,1059,F,ship,medium,male,on_time,Low
4,2,2,1,5154,C,ship,medium,male,late,High
3,2,3,54,3972,A,ship,low,female,on_time,High
3,1,2,4,1748,B,ship,low,female,on_time,Low
5,1,2,27,3569,B,ship,medium,male,on_time,Low
5,3,5,2,1730,B,ship,low,male,late,Low
3,4,3,4,5996,F,ship,high,female,late,High
6,1,4,2,1189,D,flight,medium,male,on_time,Low
4,4,6,9,1322,F,flight,low,female,late,Low
5,5,10,3,5391,C,ship,high,female,late,High
4,1,2,8,4600,B,road,low,male,on_time,High
2,5,5,63,1173,D,ship,low,male,on_time,Low
5,3,5,10,1951,F,road,low,female,late,Low
6,4,4,7,1706,A,ship,low,female,on_time,Low
4,3,2,57,3741,D,road,medium,male,on_time,High
5,5,3,5,4520,F,ship,low,male,on_time,High
5,4,3,9,1051,F,ship,low,male,on_time,Low
3,2,2,26,3103,A,road,high,male,on_time,Low
3,1,3,6,5101,F,ship,high,female,late,High
4,5,5,6,1662,F,flight,medium,male,late,Low
4,2,4,2,4422,D,flight,high,female,on_time,High
4,2,3,6,5787,F,ship,low,male,on_time,High
4,3,3,46,1072,F,ship,high,female,on_time,Low
4,1,2,1,5917,D,ship,low,female,on_time,High
4,4,5,2,1329,D,ship,medium,female,on_time,Low
4,5,6,5,5659,F,ship,high,female,on_time,High
6,4,4,9,1771,B,ship,low,male,on_time,Low
5,5,4,7,1742,F,ship,low,female,late,Low
4,3,5,18,3644,A,flight,low,male,on_time,High
2,5,3,31,7401,B,ship,medium,female,on_time,High
3,4,3,5,5169,F,road,medium,male,late,High
4,4,3,52,1367,F,ship,low,male,on_time,Low
5,4,6,63,3151,D,ship,high,male,on_time,Low
6,4,4,8,1301,D,ship,low,female,on_time,Low
3,5,3,4,4268,F,ship,medium,male,on_time,High
4,3,2,2,4700,F,flight,medium,female,late,High
5,5,2,59,3238,B,road,medium,male,on_time,Low
4,1,3,9,4443,C,ship,medium,male,late,High
4,3,3,7,4852,F,ship,medium,female,late,High
4,3,3,12,3539,D,ship,high,male,on_time,Low
2,4,6,53,1213,B,road,low,female,on_time,Low
4,4,4,5,5095,A,flight,medium,female,late,High
3,4,3,50,1068,C,road,medium,male,on_time,Low
5,2,4,15,3330,F,flight,medium,male,on_time,Low
3,1,3,57,3257,F,ship,low,female,on_time,Low
6,3,4,3,4117,B,ship,low,female,on_time,High
5,1,4,6,1944,F,flight,low,female,on_time,Low
4,3,3,5,4854,D,ship,medium,male,on_time,High
4,1,3,9,4930,C,road,medium,female,on_time,High
4,3,2,4,4955,F,ship,low,female,on_time,High
4,5,3,2,5692,B,flight,medium,male,late,High
4,5,3,8,4924,F,ship,medium,male,late,High
4,2,6,8,1096,B,ship,medium,male,on_time,Low
2,5,3,5,4190,F,ship,low,male,late,High
3,5,2,1,5709,A,ship,medium,male,on_time,High
5,3,2,59,1837,C,ship,medium,male,on_time,Low
4,5,2,60,1026,D,ship,low,male,on_time,Low
4,5,2,18,2404,F,ship,medium,female,on_time,Low
3,5,2,7,4449,C,ship,low,female,on_time,High
2,1,2,18,1839,B,flight,medium,female,on_time,Low
4,4,3,3,5531,B,ship,low,male,on_time,High
4,4,5,2,1473,F,road,medium,female,late,Low
3,1,3,58,1304,A,flight,low,male,on_time,Low
7,1,4,6,1279,A,flight,medium,male,on_time,Low
3,1,3,3,5866,F,ship,low,female,on_time,High
5,2,2,6,4661,F,ship,low,female,late,High
3,4,3,58,1443,F,road,medium,male,on_time,Low
4,1,5,7,1922,F,flight,low,female,late,Low
5,2,5,5,1323,C,ship,medium,male,late,Low
5,4,2,10,5095,D,ship,medium,male,late,High
5,5,6,5,1418,F,ship,low,female,on_time,Low
3,2,3,9,4731,F,flight,low,female,on_time,High
5,2,3,4,5415,F,ship,low,male,late,High
4,4,2,6,4855,C,road,low,female,on_time,High
3,3,3,8,4246,A,ship,low,male,late,High
4,5,2,1,5054,A,ship,medium,female,late,High
5,2,5,10,1924,C,road,low,female,late,Low
6,2,4,7,1941,B,ship,low,male,late,Low
3,3,2,4,4254,D,ship,medium,male,on_time,High
4,5,5,7,1983,F,ship,low,male,late,Low
6,4,4,7,1172,D,flight,low,female,on_time,Low
3,1,4,6,5037,F,ship,low,female,on_time,High
7,5,4,9,1393,B,ship,low,female,late,Low
3,2,4,1,4745,B,ship,low,male,on_time,High
4,2,4,3,4887,C,ship,medium,male,on_time,High
6,4,4,9,1096,B,ship,medium,male,on_time,Low
4,5,2,8,4512,F,flight,low,male,late,High
5,5,6,3,5051,D,ship,low,male,late,High
4,3,2,32,3709,C,ship,low,female,on_time,High
3,1,3,9,5004,F,ship,low,female,late,High
3,5,3,5,4314,B,ship,low,male,on_time,High
4,1,4,3,5318,F,ship,medium,male,on_time,High
3,4,2,14,3693,B,ship,low,female,on_time,High
4,5,3,10,4752,F,ship,low,female,on_time,High
3,2,4,3,4512,F,ship,medium,female,late,High
5,4,2,61,3084,D,ship,high,female,on_time,Low
5,5,10,9,1724,B,ship,medium,male,on_time,Low
4,2,6,9,1673,A,flight,low,female,on_time,Low
3,4,2,38,2741,D,ship,medium,female,on_time,Low
5,5,3,47,2256,A,ship,low,male,on_time,Low
3,1,3,1,5392,A,ship,low,male,on_time,High
5,1,6,29,1039,F,ship,low,female,on_time,Low
4,3,3,1,5454,D,ship,medium,male,late,High
4,5,6,7,4881,F,ship,medium,male,on_time,High
3,4,3,17,1212,A,ship,medium,female,on_time,Low
3,2,3,44,2896,B,ship,low,female,on_time,Low
3,1,3,4,4208,C,ship,medium,female,late,High
5,1,6,4,5337,C,flight,high,female,late,High
3,1,2,10,4828,A,ship,medium,female,late,High
3,4,2,10,5674,F,ship,low,female,on_time,High
5,5,4,3,4287,A,road,low,male,late,High
4,3,3,5,5791,C,ship,medium,male,late,High
3,3,3,44,3370,F,ship,low,male,on_time,Low
4,2,2,15,2857,F,ship,medium,male,on_time,Low
3,5,3,4,5919,C,road,low,male,late,High
5,5,5,6,1234,A,flight,low,male,late,Low
4,2,3,13,2850,C,ship,medium,female,on_time,Low
4,4,5,7,1049,D,ship,low,male,on_time,Low
3,2,3,64,3233,B,ship,medium,female,on_time,Low
3,3,3,33,3872,D,flight,low,female,on_time,High
4,3,5,9,1024,B,ship,medium,female,late,Low
3,5,3,6,5319,B,ship,low,female,late,High
4,4,2,2,2008,D,ship,high,male,on_time,Low
5,5,2,8,5111,C,ship,low,male,on_time,High
7,1,4,4,1543,F,ship,low,female,on_time,Low
3,1,3,7,5818,F,ship,medium,female,late,High
2,5,4,34,3416,F,ship,low,male,on_time,Low
3,2,3,11,1282,A,ship,medium,male,on_time,Low
4,1,3,5,4118,D,ship,medium,male,on_time,High
3,3,2,7,4996,F,ship,low,male,on_time,High
7,1,4,5,1705,F,flight,medium,male,late,Low
6,1,3,5,5621,C,road,low,male,on_time,High
4,4,2,10,4768,F,ship,low,female,on_time,High
5,3,5,7,1848,D,ship,high,male,late,Low
6,3,4,6,1997,F,ship,low,female,on_time,Low
4,2,2,50,1592,F,ship,medium,male,on_time,Low
3,2,3,8,5831,B,ship,low,female,late,High
5,1,2,7,4944,C,ship,low,female,on_time,High
4,5,2,7,5800,A,ship,low,female,late,High
4,3,2,10,5523,C,ship,medium,female,on_time,High
3,5,4,6,4795,B,flight,low,male,on_time,High
4,4,3,2,5135,F,ship,medium,male,late,High
3,3,3,27,3648,F,flight,low,male,on_time,High
3,4,5,50,1540,F,ship,medium,female,on_time,Low
6,4,5,5,1195,B,flight,low,male,on_time,Low
4,5,2,28,3561,D,ship,medium,female,on_time,Low
3,2,3,8,4982,C,ship,medium,female,on_time,High
6,3,5,8,1864,F,road,medium,female,on_time,Low
6,4,4,1,1621,A,ship,low,female,late,Low
5,1,5,2,1400,C,ship,low,male,on_time,Low
3,2,3,1,5026,A,ship,medium,male,on_time,High
6,2,5,3,1969,F,ship,low,female,late,Low
4,5,3,5,5213,A,flight,low,male,late,High
6,5,3,3,5709,A,road,low,female,on_time,High
5,2,3,40,1238,A,road,low,male,on_time,Low
5,3,5,8,1493,C,ship,low,female,on_time,Low
5,4,3,8,5076,A,road,low,male,on_time,High
4,1,5,2,1246,B,ship,low,female,late,Low
4,2,5,1,1920,C,ship,medium,male,late,Low
2,4,6,6,5080,D,road,low,female,on_time,High
3,4,2,5,4882,F,road,low,male,on_time,High
5,5,6,1,1761,D,ship,medium,male,late,Low
5,1,3,6,2882,B,ship,low,male,on_time,Low
3,1,3,9,1803,C,ship,medium,female,on_time,Low
